"response","predictor","predictor_coef","predictor_se","covariate_coef","covariate_se","predictor_p","covariate_p","overall_r2","analysis_scale"
"FEve","CV woody cover",-0.205047838980606,0.0802714681913003,-0.399842050685571,0.0978372231160714,0.0117211041275741,7.38477212920986e-05,0.118449220355811,1000
"FEve","patchRichness",0.197178907367609,0.0767745799073657,-0.413631839420955,0.0767745799073657,0.0111650292983105,2.6056501232566e-07,0.162795254954174,1000
"FRic","patchDensity",0.110156018229625,0.0656391843582245,0.560872235799225,0.0656391843582245,0.095322155650079,1.13885435724406e-14,0.34051461586578,1000
"FRic","CV woody cover",-0.044395313411731,0.0743531050015382,0.746301973976952,0.0906237482298421,0.551427312115386,1.22316108552998e-13,0.363338574210956,1000
"FRic","patchRichness",-0.0466585490774505,0.0686543834370627,0.586670923089372,0.0686543834370628,0.497761956444908,1.13549303216125e-14,0.330526599842494,1000
"FDis","patchDensity",0.0841477397275623,0.0697175473564596,0.489624108402303,0.0697175473564596,0.229278298337048,6.42214999761534e-11,0.256016979500051,1000
"FDis","CV woody cover",-0.213621043576032,0.0724437836970406,0.200100488043857,0.0882966113445018,0.00374802412114502,0.0249931589486767,0.125851735788517,1000
"FDis","patchRichness",-0.0492567007518372,0.072605692381788,0.513269043621018,0.0726056923817881,0.498520982215144,4.99246376423183e-11,0.251247774582192,1000
"nLocomotor","patchDensity",0.11728630193265,0.0538064740520164,0.723966438185345,0.0538064740520164,0.0307827641184021,7.82949174912227e-28,0.556852921542834,1000
"nLocomotor","CV woody cover",-0.0961561476369596,0.0538929049349232,0.481078841202188,0.0656862554441575,0.0765872856624437,1.82087094152868e-11,0.34216577373176,1000
"nLocomotor","patchRichness",0.121856009516368,0.0558553207603931,0.701825561103998,0.0558553207603932,0.0306427552602331,2.04534430692507e-25,0.556875376054784,1000
"nTrophic","patchDensity",0.12689923541683,0.0357221986547481,0.873954497536955,0.0357221986547481,0.00050605002225358,4.2641731717348e-55,0.804676190527678,1000
"nTrophic","CV woody cover",-0.0375990206332467,0.0387425957014791,0.736610021769983,0.0472206135648104,0.333503820648129,2.93894742082189e-32,0.670249429983447,1000
"nTrophic","patchRichness",0.0894435142275533,0.0378883090275913,0.862261403750054,0.0378883090275913,0.0194839785257474,2.7884034437017e-51,0.796104693167554,1000
"FDiv","patchDensity",-0.025300294689082,0.0764633293422793,0.312164553430607,0.0764633293422793,0.741180931679422,7.11529570754173e-05,0.0971257142022608,2000
"FDiv","CV woody cover",-0.0936340309996159,0.07519597811326,0.635437043475949,0.0916510667347627,0.215168492497937,1.44771286621625e-10,0.302760225690128,2000
"FDiv","patchRichness",-0.149776631414709,0.0782582815576483,0.350303840234435,0.0782582815576483,0.0574789598208174,1.46429583142734e-05,0.117346619331643,2000
"FEve","patchDensity",0.283834730956493,0.07164038946595,-0.373875895527026,0.07164038946595,0.000113107831884969,5.70024270834967e-07,0.207431600334372,2000
"FEve","CV woody cover",-0.210302102668457,0.0797683608570322,-0.398110034956692,0.0972240211201043,0.009338821232091,7.16222289594994e-05,0.121037272855405,2000
"FEve","patchRichness",0.243734513758482,0.0753189648520039,-0.421175747444737,0.0753189648520038,0.00148199907250138,9.8983906151813e-08,0.182404937809426,2000
"FRic","patchDensity",0.116930923549526,0.0652682121780231,0.566062093336459,0.0652682121780231,0.0751569562816044,5.34925478837423e-15,0.342153891883303,2000
"FRic","CV woody cover",-0.0496451754851437,0.0739706860365587,0.74519889283605,0.090157644763149,0.503248958695266,1.03194509693705e-13,0.363770482823574,2000
"FRic","patchRichness",-0.125774824336686,0.067505368737004,0.606496982491621,0.0675053687370039,0.0643287569138963,8.3872050729833e-16,0.343240743784503,2000
"FDis","patchDensity",0.156199042938987,0.0685973738538409,0.489519512052662,0.0685973738538409,0.0241517434044786,3.46563316822979e-11,0.27333230118243,2000
"FDis","CV woody cover",-0.200651750005255,0.0723432424433839,0.208534050921677,0.0881740687115088,0.00631139906575178,0.0194209620141167,0.119837235991682,2000
"FDis","patchRichness",-0.134404785594203,0.0713733527144311,0.534629934626419,0.0713733527144311,0.0615572396912709,4.87383479016365e-12,0.265821317144022,2000
"nLocomotor","patchDensity",0.130251827338734,0.0533680565698941,0.729142240674078,0.0533680565698941,0.0157881625300901,2.14680366260896e-28,0.560171211411959,2000
"nLocomotor","CV woody cover",-0.0978522157736796,0.0536056891137519,0.482167067894854,0.0653361883653863,0.0701017724662819,1.34826419527331e-11,0.342857966648803,2000
"nLocomotor","patchRichness",0.0714252095552242,0.0560013714598506,0.718145582597011,0.0560013714598506,0.20406924083882,4.0496772672874e-26,0.548012004479457,2000
"nTrophic","patchDensity",0.134274355994388,0.0353764639761135,0.879959325571069,0.0353764639761135,0.000210863767071067,5.48595320563017e-56,0.806736554115349,2000
"nTrophic","CV woody cover",-0.0271496028459516,0.0386186675569458,0.741029793593004,0.0470695663023115,0.483229087509521,1.30109219801218e-32,0.669183700773891,2000
"nTrophic","patchRichness",0.0903342364407497,0.0375894008774356,0.864198057248541,0.0375894008774356,0.0174345545390198,8.25156045464153e-52,0.796361268982404,2000
"FDiv","patchDensity",0.0507217954458711,0.0768595346768484,0.308353424646575,0.0768595346768484,0.510291940899322,9.3960571481139e-05,0.0968172285199903,5000
"FDiv","CV woody cover",-0.0825184938620802,0.0754012583884622,0.63028056345243,0.0911742707206239,0.275703708308923,1.64455727870895e-10,0.298106133336523,5000
"FDiv","patchRichness",-0.137485125621471,0.0791563361411958,0.344257221346487,0.0791563361411959,0.0844208095545461,2.48503870275156e-05,0.111760111545912,5000
"FEve","patchDensity",0.263988521620669,0.0721053894691195,-0.360974827418561,0.0721053894691194,0.000345247875142105,1.51053480302488e-06,0.20509432596602,5000
"FEve","CV woody cover",-0.219420991489955,0.0795063392612028,-0.397028332314692,0.0961380838295915,0.00657557933429397,6.28071653035287e-05,0.125941924724413,5000
"FEve","patchRichness",0.191818148974531,0.0765382221655017,-0.420028143984915,0.0765382221655018,0.0132501726457625,1.65162635108488e-07,0.169545879176492,5000
"FRic","patchDensity",0.145423078794806,0.065199612002361,0.577418509094891,0.065199612002361,0.027174105885209,1.94579809199986e-15,0.350064639973547,5000
"FRic","CV woody cover",-0.0496818259235826,0.073999919754254,0.736643384526281,0.0894797893454149,0.503111005232549,1.28761774501699e-13,0.362456980665044,5000
"FRic","patchRichness",-0.16836478503285,0.0674425915703376,0.619156439183606,0.0674425915703376,0.0136052935048054,2.81779884475487e-16,0.355196472559778,5000
"FDis","patchDensity",0.125415708421104,0.0693110823463549,0.503149864768699,0.0693110823463549,0.0723423052021251,1.83528035917323e-11,0.265510647372946,5000
"FDis","CV woody cover",-0.166694327755427,0.0729041513600824,0.231125237875348,0.088154799731812,0.0237595330967035,0.00973545196643786,0.110214126004211,5000
"FDis","patchRichness",-0.138947208367745,0.0718738134186245,0.537450533812651,0.0718738134186245,0.0550568001122241,5.48040831126001e-12,0.267681037390547,5000
"nLocomotor","patchDensity",0.0753310561050236,0.0543921380645117,0.738224569091607,0.0543921380645117,0.168080144307782,4.81667658143707e-28,0.547673112509808,5000
"nLocomotor","CV woody cover",-0.0914299896032108,0.0537411958367247,0.489190793188929,0.0649831905035867,0.0911548533058303,6.22227206718124e-12,0.347683334679824,5000
"nLocomotor","patchRichness",0.0889065746248542,0.0563834581127882,0.712112486506323,0.0563834581127882,0.116902305701915,1.67436066719967e-25,0.549326189504173,5000
"nTrophic","patchDensity",0.0984442963012956,0.03568566423333,0.894607590541248,0.03568566423333,0.00651220564557212,4.75390944263463e-56,0.805299210395615,5000
"nTrophic","CV woody cover",-0.0214660427070911,0.0382994753757994,0.760589424668877,0.0463112527695604,0.576068343941336,3.53481020185852e-34,0.686726980087672,5000
"nTrophic","patchRichness",0.129350707470907,0.036501979390177,0.856915567275418,0.036501979390177,0.000523604903662109,1.39768772186344e-52,0.811117494401022,5000
"FDiv","patchDensity",-0.0716818361182951,0.0782430306485485,0.333422026773696,0.0782430306485485,0.361112838949234,3.63960586081487e-05,0.114140381673048,10000
"FDiv","CV woody cover",-0.0488997834191106,0.0787513282049661,0.597150375175134,0.0919857966003672,0.535752484748539,1.73271112663457e-09,0.27083325465405,10000
"FDiv","patchRichness",-0.167052009375184,0.0809163419208922,0.379812267537299,0.0809163419208922,0.0407518109377772,6.14906884289543e-06,0.134454752443386,10000
"FEve","patchDensity",0.19970699042202,0.0763795017620737,-0.349696599680679,0.0763795017620738,0.00987500016997183,9.99772786039772e-06,0.155835238606186,10000
"FEve","CV woody cover",-0.261648494104445,0.0803353139578866,-0.412213522748625,0.0938359773478816,0.00144442022088942,2.33405799220385e-05,0.161446475581733,10000
"FEve","patchRichness",0.115861754975332,0.0812047838626245,-0.375068016090365,0.0812047838626245,0.155791655932747,8.44269158066156e-06,0.128272947240858,10000
"FRic","patchDensity",0.0601890214405162,0.068106952391698,0.567513514177045,0.0681069523916981,0.378298064067412,5.49357034361006e-14,0.328793008889539,10000
"FRic","CV woody cover",-0.0292809271751309,0.0751367343140145,0.709566138037269,0.0877637560834043,0.697409749533826,4.23222962632624e-13,0.358957882853413,10000
"FRic","patchRichness",-0.154475576301674,0.0702862128570212,0.616147941300294,0.0702862128570213,0.02954911909235,4.52416043515211e-15,0.346933237418468,10000
"FDis","patchDensity",0.142400915118337,0.0717535360541362,0.478058201396373,0.0717535360541362,0.0490779537162127,5.21606540129974e-10,0.254993274373053,10000
"FDis","CV woody cover",-0.124541088744316,0.0764392605174018,0.237686724274109,0.0892851769043915,0.105731374977065,0.00876951459424951,0.0898751147196293,10000
"FDis","patchRichness",-0.169275768697073,0.0747736460707871,0.534819679356085,0.0747736460707871,0.0250676729377975,3.88605602515409e-11,0.260880925415667,10000
"nLocomotor","patchDensity",0.130626088726506,0.0561395864484374,0.719969248926656,0.0561395864484374,0.0213600941452745,1.21459908906108e-25,0.54395048818902,10000
"nLocomotor","CV woody cover",-0.110658873676631,0.0555163025007003,0.491232748562792,0.064846034044564,0.0483751958152728,6.50518218244814e-12,0.364300595930393,10000
"nLocomotor","patchRichness",0.0012259623153022,0.0598214461776862,0.725529909745899,0.0598214461776862,0.98367771758661,8.22859637036838e-24,0.526923788675238,10000
"nTrophic","patchDensity",0.144252228783848,0.0368568055132876,0.878142142775058,0.0368568055132876,0.000139251196597298,5.42019824751291e-52,0.8034337470986,10000
"nTrophic","CV woody cover",-0.0156928120496141,0.0412607714643387,0.787393079080724,0.0481948053195317,0.704333976356106,5.18998332045053e-33,0.692870497859064,10000
"nTrophic","patchRichness",0.0593131019893793,0.0402461928200352,0.867059538096,0.0402461928200353,0.14271473581057,4.85125983874698e-47,0.785875233927301,10000
"FDiv","patchDensity",-0.151198747018225,0.0845426483847791,0.301030433974213,0.0845426483847791,0.0761482591653566,0.000525413717761675,0.122589358984076,20000
"FDiv","CV woody cover",0.0165695477731677,0.0832276612160526,0.610571877664902,0.0977551672960373,0.842568994253508,8.50875924372259e-09,0.274078066794421,20000
"FDiv","patchRichness",-0.104347628039489,0.0896108067680208,0.350113450570399,0.0896108067680208,0.246475676707517,0.00015269648586694,0.109692801463486,20000
"FEve","patchDensity",0.210824721106784,0.0832565680473155,-0.303062804840488,0.0832565680473155,0.012582774984539,0.000398566254655124,0.149081022317276,20000
"FEve","CV woody cover",-0.261300333705528,0.0893575942277611,-0.360347458979322,0.104955088792299,0.00420850974314123,0.000846392475601893,0.132451393475923,20000
"FEve","patchRichness",0.204801659745717,0.0879400640648293,-0.390798709377182,0.0879400640648292,0.0214836988407401,1.93493398472398e-05,0.142581863653304,20000
"FRic","patchDensity",-0.0248240373057569,0.0749757964084629,0.553681050745455,0.0749757964084629,0.741132329165621,1.94814467089666e-11,0.309929637484923,20000
"FRic","CV woody cover",0.0102248759634448,0.0842717541031897,0.732498232120703,0.0989815080746125,0.90365338884241,3.11769179496828e-11,0.347935440950183,20000
"FRic","patchRichness",-0.0252271711044072,0.078895102434219,0.564373653412312,0.078895102434219,0.74969152678305,6.46986468938522e-11,0.309888604134059,20000
"FDis","patchDensity",0.119355617761372,0.0785795694827268,0.489326398053132,0.0785795694827268,0.131329727455437,6.74178139945168e-09,0.241997757517355,20000
"FDis","CV woody cover",-0.0867246220234537,0.0794593490230055,0.216216583474203,0.0933290908753777,0.277510935649021,0.0224063222344698,0.0708245942360913,20000
"FDis","patchRichness",-0.159382542367821,0.0822138544011034,0.529244113431771,0.0822138544011033,0.0548181546424467,2.4076193618787e-09,0.2506078674896,20000
"nLocomotor","patchDensity",0.0901899093200346,0.0618449045905996,0.731812399606436,0.0618449045905996,0.147279500283141,4.36197893044829e-22,0.530474646869042,20000
"nLocomotor","CV woody cover",-0.0905577782914087,0.0624591639707553,0.523155269585082,0.0733614994572762,0.149992115320605,1.18720678657471e-10,0.362363284942539,20000
"nLocomotor","patchRichness",0.0456679628576199,0.0655032918523645,0.707927812671309,0.0655032918523644,0.486991609196129,1.37103329514955e-19,0.524286625010364,20000
"nTrophic","patchDensity",0.170397911311955,0.0405597647255849,0.894151793131095,0.0405597647255849,5.03280152332605e-05,1.01099427184924e-44,0.798050838398901,20000
"nTrophic","CV woody cover",-0.0229038825812437,0.0448684247481982,0.768621854114368,0.052700271802469,0.610765605316232,2.79115831205016e-27,0.680073355286665,20000
"nTrophic","patchRichness",0.0951607377169358,0.0448074452513159,0.846136911996479,0.0448074452513158,0.0356758430269934,2.75127969782278e-38,0.777402913408881,20000
"FDiv","patchDensity",-0.121500966818968,0.0904238070253063,0.282919814691656,0.0904238070253063,0.181791129242243,0.00224233219949942,0.101797103743494,30000
"FDiv","CV woody cover",0.00843463516907688,0.0898266830446028,0.640523564236524,0.111443580063011,0.92538925120939,1.11540458240958e-07,0.276989564156349,30000
"FDiv","patchRichness",-0.0994269552892698,0.0945628082233741,0.325008164458947,0.0945628082233741,0.295340991834368,0.000828891288760348,0.0961889194160575,30000
"FEve","patchDensity",0.144637960527132,0.090651508508383,-0.26199410173568,0.0906515085083831,0.113435216986279,0.0046327706456405,0.0972677735174046,30000
"FEve","CV woody cover",-0.254244362465989,0.100722431682158,-0.283728866127923,0.12496140343664,0.0132723339775057,0.0254587864948028,0.0862355805364303,30000
"FEve","patchRichness",0.109632051122689,0.0950158365362581,-0.309486982470172,0.0950158365362581,0.25104850451697,0.00149287945917991,0.0875082803539828,30000
"FRic","patchDensity",0.026826988925191,0.0785087709932045,0.570354221626348,0.0785087709932046,0.733217541207075,5.50425940974574e-11,0.322911818675075,30000
"FRic","CV woody cover",0.0206181118935956,0.0869736713055858,0.773827261838792,0.107903987690442,0.813124930161287,1.67630940975828e-10,0.371406092466235,30000
"FRic","patchRichness",-0.12099928185909,0.0810809564631512,0.603810650221995,0.0810809564631512,0.138450305143744,2.20094919338559e-11,0.335531089351215,30000
"FDis","patchDensity",0.0346527564353011,0.0804044237143905,0.540767698841402,0.0804044237143905,0.667318177572968,7.93265505040292e-10,0.289819468384278,30000
"FDis","CV woody cover",-0.0260526261841092,0.0858622577296446,0.310936175941502,0.106525111129098,0.762237693428263,0.00439547062123127,0.0967569587749838,30000
"FDis","patchRichness",-0.0573582084379098,0.0837167934738799,0.55439671952394,0.0837167934738799,0.494680227899919,1.31109002663876e-09,0.291626818482727,30000
"nLocomotor","patchDensity",0.0475834505932407,0.0610210647063992,0.772117403701372,0.0610210647063992,0.437175628088112,2.92590517852981e-23,0.590957496638016,30000
"nLocomotor","CV woody cover",-0.0941215289325924,0.061376513422877,0.501035576423054,0.0761468436303556,0.128509048892645,2.64729991019986e-09,0.377337152840023,30000
"nLocomotor","patchRichness",0.0467491724899234,0.0636354052071082,0.753298611251596,0.0636354052071082,0.464107386527777,2.10314625974804e-21,0.590706764208211,30000
"nTrophic","patchDensity",0.0747124149532424,0.0419634093733039,0.902602284696193,0.0419634093733039,0.0777434117659071,2.16099079805619e-41,0.806558163264619,30000
"nTrophic","CV woody cover",-0.00869564716228176,0.047794948727049,0.778363824381411,0.0592968594022958,0.856024302555293,5.62840336814867e-23,0.670512191494042,30000
"nTrophic","patchRichness",0.112487774164421,0.0430643082077607,0.861365939352849,0.0430643082077607,0.0102443213298738,1.33346761930491e-38,0.812555850579192,30000
