"nbsp","sing.sp","FRic","qual.FRic","FEve","FDiv","FDis","RaoQ","CWM.bodymass","CWM.Vertebrate","CWM.Invertebrate","CWM.Fish","CWM.Seed","CWM.Fruit","CWM.Root","CWM.Woody","CWM.Herbaceous","CWM.Nectar","CWM.aquatic","CWM.terrestrial","CWM.fossorial","CWM.arboreal","shortName","nLocomotor","nTrophic"
32,32,3.25267999880806e-07,0.245927495326894,0.881681407689641,0.674608782747858,0.160374903382252,0.0280261528046264,68448.1834375,3.06666666666667,2.96666666666667,3.86666666666667,3.76666666666667,3.43333333333333,3.8,3.26666666666667,2.66666666666667,4,"0","1","0","0","Golden Gate NP",4,12
60,60,8.40694624829603e-05,0.245927495326894,0.949743233166099,0.659887765251621,0.18096855509851,0.0368785486774765,74458.6702916667,2.76785714285714,2.83928571428571,3.82142857142857,3.82142857142857,2.92857142857143,3.76785714285714,3.30357142857143,3.16071428571429,4,"0","1","0","0","Gombe NP",5,17
53,53,1.77817106885058e-05,0.245927495326894,0.946404082608846,0.665260407217842,0.171020053072373,0.0327731807587129,136987.412971698,2.76470588235294,2.86274509803922,3.86274509803922,3.80392156862745,2.98039215686274,3.76470588235294,3.11764705882353,3.09803921568627,3.94117647058824,"0","1","0","0","Gorongosa NP",5,17
57,57,0.000165553100987951,0.245927495326894,0.917165931641768,0.64465512640891,0.180362216053951,0.0370094342286714,182725.314631579,2.85714285714286,3.14285714285714,3.85714285714286,3.71428571428571,2.96428571428571,3.76785714285714,3.17857142857143,2.94642857142857,4,"0","1","0","0","Guinea",5,14
56,56,0.000156183281783562,0.245927495326894,0.898130200307847,0.645174122740016,0.176876275211359,0.0357351791388547,185916.226205357,2.90909090909091,3.05454545454545,3.85454545454545,3.70909090909091,3,3.76363636363636,3.2,2.98181818181818,4,"0","1","0","0","Guinea Woodland",5,15
35,35,1.1945242711493e-07,0.245927495326894,0.898775453191585,0.69086076059036,0.166858824438859,0.0309936399349759,79231.52,2.71428571428571,2.85714285714286,3.82857142857143,3.82857142857143,3.22857142857143,3.82857142857143,3.11764705882353,3.23529411764706,4,"0","1","0","0","Hadar",4,13
56,56,3.01124254205787e-05,0.245927495326894,0.939763438477112,0.64179215817989,0.171276697589871,0.0328622253309997,226720.955535714,2.7962962962963,2.94444444444444,3.87037037037037,3.7962962962963,3.09259259259259,3.72222222222222,3.2037037037037,3.07407407407407,3.94444444444444,"0","1","0","0","Hluhluwe",5,16
58,58,1.15274459251802e-06,0.245927495326894,0.895161132182274,0.657142745001671,0.162725060548212,0.0289473463641043,175346.31875,2.8,2.87272727272727,3.90909090909091,3.87272727272727,3.27272727272727,3.70909090909091,3.12727272727273,3.16363636363636,4,"0","1","0","0","Hwange",5,17
46,46,3.05729238796669e-07,0.245927495326894,0.844438094427551,0.656487912392175,0.169159898017062,0.0308868222658225,96529.3269565217,2.61363636363636,2.72727272727273,3.79545454545454,3.84090909090909,3.31818181818182,3.77272727272727,3.22727272727273,3.22727272727273,4,"0","1","0","0","Iona NP",4,15
45,45,3.57979614807829e-05,0.245927495326894,0.868121622777907,0.660783457537125,0.214750451056696,0.0502569134912035,160678.148666667,2.65116279069767,2.74418604651163,3.74418604651163,3.69767441860465,2.13953488372093,3.72093023255814,3.23255813953488,3.34883720930233,4,"0","1","0","0","Irangi",5,14
23,23,2.91884428764627e-08,0.245927495326894,0.993734510383467,0.688728972762503,0.178052302276978,0.0347000479401931,42902.3055652174,2.40909090909091,2.90909090909091,3.72727272727273,3.59090909090909,2.90909090909091,3.68181818181818,3.09090909090909,3.04545454545455,4,"0","1","0","0","Jebel Marra",3,13
34,34,3.77500305249634e-06,0.245927495326894,0.929129302187934,0.689476691167715,0.192985526313112,0.0429035959041542,126216.391764706,2.52941176470588,2.88235294117647,3.76470588235294,3.52941176470588,3,3.64705882352941,3.17647058823529,3,4,"0","1","0","0","Jos Plateau",5,12
44,44,8.80988907730515e-05,0.245927495326894,0.964997149451443,0.65050807650726,0.186368429154908,0.0390135002859374,185168.896363636,2.79545454545455,3.04545454545455,3.84090909090909,3.59090909090909,2.72727272727273,3.72727272727273,3.29545454545455,2.95454545454545,4,"0","1","0","0","Kabalega/Murchison",5,16
40,40,1.87570852329071e-06,0.245927495326894,0.934570425595875,0.660327684921029,0.166808091564923,0.0321713600717539,51119.2984375,2.6,2.925,3.825,3.775,3.15,3.875,3.3,2.95,4,"0","1","0","0","Kabore-Tambi NP",4,15
37,37,2.4345118245393e-07,0.245927495326894,0.936388578801624,0.624264418788716,0.161964025633425,0.0305594254492087,229567.696756757,2.8,3.17142857142857,3.88571428571429,3.74285714285714,3.22857142857143,3.74285714285714,3.51428571428571,2.94285714285714,4,"0","1","0","0","Kafue",4,14
38,38,2.09505365151986e-07,0.245927495326894,0.965237840923769,0.625268981485884,0.15274918998548,0.0269993922445006,237590.807368421,2.88888888888889,3.33333333333333,3.88888888888889,3.83333333333333,3.30555555555556,3.77777777777778,3.22222222222222,2.61111111111111,4,"0","1","0","0","Kafue Flats",4,13
62,62,4.49512552109562e-06,0.245927495326894,0.896939380827202,0.645018828561507,0.172597333023058,0.0333425192888115,150878.218870968,2.86666666666667,3,3.86666666666667,3.71666666666667,3.15,3.7,3.4,3.01666666666667,4,"0","1","0","0","Kafue National Park",5,17
43,43,5.63071005432237e-05,0.245927495326894,0.90081756095004,0.652766053706617,0.198640677789227,0.0427723521009582,151399.132744186,2.71428571428571,2.95238095238095,3.83333333333333,3.73809523809524,2.38095238095238,3.69047619047619,3.07142857142857,3.14285714285714,4,"0","1","0","0","Kakamega",5,15
36,36,7.15816531492892e-08,0.245927495326894,0.848508362627615,0.640797963048022,0.155061496634527,0.0265984799899642,68068.7722222222,2.42857142857143,2.71428571428571,3.85714285714286,3.88571428571429,3.31428571428571,3.71428571428571,3.37142857142857,3.4,4,"0","1","0","0","Kalahari Gemsbok",3,14
15,15,5.33517291840394e-09,0.245927495326894,0.955389765604253,0.638784463896306,0.168261571984364,0.0302443750632294,25760.5113333333,2.46666666666667,2.33333333333333,3.86666666666667,3.93333333333333,2.8,3.33333333333333,3.26666666666667,3.4,4,"0","1","0","0","Kalahari Thornveld",3,9
54,54,1.99823611825787e-05,0.245927495326894,0.929206706264535,0.650391941024027,0.161061672057594,0.0305876882314215,59208.7944907407,2.52,2.82,3.8,3.86,3.16,3.78,3.46,3.34,4,"0","1","0","0","Kameia NP",5,16
46,46,4.09326973150928e-05,0.245927495326894,0.954684528913611,0.655577536947656,0.176717717316609,0.0354993062381595,42320.776576087,2.48888888888889,2.82222222222222,3.77777777777778,3.82222222222222,3.08888888888889,3.73333333333333,3.42222222222222,3.28888888888889,4,"0","1","0","0","Kangandala NP",5,17
49,49,4.00351813696748e-07,0.245927495326894,0.936335678105796,0.652617384056896,0.168692174733505,0.0303711014955054,247164.285306122,2.80434782608696,2.95652173913044,3.8695652173913,3.78260869565217,3.10869565217391,3.65217391304348,3.26086956521739,3.08695652173913,4,"0","1","0","0","Kapama GR",4,16
45,45,4.06717570229687e-07,0.245927495326894,0.917753635592389,0.66172262407459,0.166097076645675,0.0305507915961124,140640.569333333,2.51162790697674,2.97674418604651,3.83720930232558,3.7906976744186,3.11627906976744,3.81395348837209,3.2093023255814,3.04651162790698,4,"0","1","0","0","Kapiti",4,14
48,48,1.31705547133235e-07,0.245927495326894,0.917603801019042,0.653336195609528,0.161691303225241,0.0284856990786878,188826.205625,2.73333333333333,3.13333333333333,3.93333333333333,3.8,3.15555555555556,3.75555555555556,2.91111111111111,3.15555555555556,4,"0","1","0","0","Karamoja",3,14
67,67,2.86934149129755e-05,0.245927495326894,0.86076778885884,0.668719401296306,0.168008164514064,0.0319357420906827,167438.501902985,2.76923076923077,2.95384615384615,3.87692307692308,3.84615384615385,3.2,3.76923076923077,3.16923076923077,3.06153846153846,4,"0","1","0","0","Kasunga",5,17
45,45,1.45508796252197e-07,0.245927495326894,0.879093846372353,0.665890006663412,0.15742820399042,0.0275092782596883,164199.2775,2.52380952380952,2.61904761904762,3.92857142857143,3.83333333333333,3.21428571428571,3.69047619047619,3.38095238095238,3.38095238095238,4,"0","1","0","0","Khaudom NP",3,15
72,72,0.000271946601435198,0.245927495326894,0.852330892705957,0.668227081100016,0.186081485540456,0.0390127690536494,112950.675104167,2.76470588235294,2.80882352941176,3.80882352941176,3.82352941176471,2.67647058823529,3.69117647058824,3.27941176470588,3.17647058823529,4,"0","1","0","0","Kibale NP",5,17
65,65,0.000226245128548377,0.245927495326894,0.925245954549226,0.657106393423176,0.18485172765217,0.0376064064559814,45902.6227820513,2.83606557377049,2.9344262295082,3.85245901639344,3.81967213114754,2.72131147540984,3.72131147540984,3.19672131147541,3.18032786885246,4,"0","1","0","0","Kibira NP",5,17
45,45,9.63002625395673e-07,0.245927495326894,0.899731890257009,0.648790456449758,0.154287424715283,0.0270938103982127,201050.170444444,3.02325581395349,3.2093023255814,4,3.86046511627907,3.2093023255814,3.86046511627907,2.83720930232558,2.95348837209302,4,"0","1","0","0","Kidepo",4,14
