"nbsp","sing.sp","FRic","qual.FRic","FEve","FDiv","FDis","RaoQ","CWM.bodymass","CWM.Vertebrate","CWM.Invertebrate","CWM.Fish","CWM.Seed","CWM.Fruit","CWM.Root","CWM.Woody","CWM.Herbaceous","CWM.Nectar","CWM.aquatic","CWM.terrestrial","CWM.fossorial","CWM.arboreal","shortName","nLocomotor","nTrophic"
19,19,1.10913240535875e-07,0.245927495326894,0.94117928030144,0.639781004729806,0.187041754369365,0.0375311844093512,391772.693684211,3.05555555555556,3.5,4,3.94444444444444,2.22222222222222,3.27777777777778,2.66666666666667,3.33333333333333,3.83333333333333,"0","1","0","0","Kilimanjaro",3,10
38,38,7.08690269023075e-06,0.245927495326894,0.937078150691378,0.668213441038328,0.17423212708656,0.0354161376752058,130711.000197368,2.47368421052632,2.78947368421053,3.89473684210526,3.76315789473684,2.89473684210526,3.68421052631579,3.36842105263158,3.31578947368421,4,"0","1","0","0","Kisama NP",5,14
44,44,7.56963332338709e-05,0.245927495326894,0.897531059547056,0.646653034043802,0.199364062943845,0.043670968068359,139801.505369318,2.62790697674419,2.65116279069767,3.81395348837209,3.69767441860465,2.2093023255814,3.6046511627907,3.51162790697674,3.3953488372093,4,"0","1","0","0","Kivu",5,13
67,67,6.17010210704264e-06,0.245927495326894,0.910525343521362,0.662965008890895,0.163419939208774,0.0298660704298435,72148.500858209,2.796875,2.90625,3.890625,3.890625,3.09375,3.78125,3.109375,3.25,3.953125,"0","1","0","0","Kizigo GR",5,17
16,16,2.60602277432513e-06,0.245927495326894,0.965552679193876,0.662881816290073,0.197860157346969,0.0423308722783308,12284.01625,2.5,2.5,3.5625,3.75,2.1875,3.5625,3.25,3.4375,4,"0","1","0","0","Knysna/Wilderness NP",5,8
44,44,0.000102201491865353,0.245927495326894,0.796327481171723,0.674128674856174,0.201446862848154,0.0438100301149514,113382.85,2.69767441860465,2.67441860465116,3.83720930232558,3.62790697674419,2.11627906976744,3.6046511627907,3.37209302325581,3.44186046511628,4,"0","1","0","0","Korup NP",5,12
43,43,2.06514664272065e-06,0.245927495326894,0.915822997758426,0.660922516288492,0.168709813892749,0.0327256826540069,140834.653895349,2.5952380952381,2.97619047619048,3.83333333333333,3.78571428571429,3.11904761904762,3.80952380952381,3.26190476190476,2.92857142857143,4,"0","1","0","0","Kourtiagou",4,15
71,71,4.94323652190234e-05,0.245927495326894,0.91428719694037,0.646762289538197,0.172359205243778,0.0332294231838455,191908.213239437,2.85074626865672,2.97014925373134,3.85074626865672,3.83582089552239,3.14925373134328,3.77611940298507,3.11940298507463,3,3.95522388059701,"0","1","0","0","Kruger",5,18
49,49,0.000137360755114431,0.245927495326894,0.851208601943019,0.636929789857864,0.210080718537774,0.0477902334867996,143264.398469388,3.02222222222222,2.82222222222222,3.84444444444444,3.55555555555556,1.93333333333333,3.71111111111111,3.2,3.2,3.95555555555556,"0","1","0","0","La Maboke",5,16
12,12,1.26885786577214e-08,0.245927495326894,0.900001457364501,0.654720015998509,0.161295682433245,0.0298629561103192,14927.1825,2.41666666666667,2.66666666666667,3.66666666666667,3.75,2.58333333333333,3.5,3.81818181818182,3.81818181818182,4,"0","1","0","0","Lac d'Afennourir",3,7
25,25,1.74307404936647e-08,0.245927495326894,0.862760996787827,0.720635592328263,0.162326451811182,0.0318181762568628,179817.9235,2.5,3.125,3.875,3.75,3.16666666666667,3.75,3.41666666666667,3.125,4,"0","1","0","0","Lac Fitri",3,10
13,13,1.99807721056261e-08,0.245927495326894,0.991844324795964,0.668935192872805,0.156389186930946,0.0285305195871534,15510.8469230769,2.23076923076923,2.53846153846154,3.46153846153846,3.76923076923077,2.76923076923077,3.53846153846154,3.83333333333333,3.58333333333333,4,"0","1","0","0","Lac Oubeira",3,8
47,47,8.71040561897074e-05,0.245927495326894,0.801614380825361,0.673932978747112,0.199831883805574,0.0439323637571714,118510.040106383,2.77777777777778,2.91111111111111,3.86666666666667,3.62222222222222,2.06666666666667,3.64444444444444,3.26666666666667,3.37777777777778,4,"0","1","0","0","Lac Tele",5,13
11,11,1.16195424524275e-08,0.245927495326894,0.989434158389083,0.691974841977374,0.165567296409512,0.0311865693196636,14983.1209090909,2.45454545454545,2.63636363636364,3.36363636363636,3.72727272727273,2.90909090909091,3.45454545454545,3.8,3.5,4,"0","1","0","0","Lac Tonga",3,7
29,29,1.74977250962534e-07,0.245927495326894,0.926133256816928,0.675286094616054,0.179650378914496,0.0397278154216216,209400.203103448,2.3448275862069,2.93103448275862,3.86206896551724,3.58620689655172,3.06896551724138,3.79310344827586,3.32142857142857,3.03571428571429,4,"0","1","0","0","Lake Chad",4,11
54,54,2.10197120564118e-05,0.245927495326894,0.920679400881508,0.659342923573974,0.170018648065695,0.0333168543420693,86406.5258796296,2.55769230769231,2.73076923076923,3.86538461538462,3.80769230769231,3.01923076923077,3.82692307692308,3.23076923076923,3.34615384615385,3.94230769230769,"0","1","0","0","Lake Chilwa Wetlands",5,17
30,30,1.68450500000812e-08,0.245927495326894,0.941656070371081,0.642810224636339,0.153494196762976,0.0252356499164187,118043.215333333,2.89655172413793,3.17241379310345,4,3.89655172413793,3.06896551724138,3.75862068965517,2.86206896551724,3.3448275862069,4,"0","1","0","0","Lake Magadi",3,14
42,42,7.08214090134269e-05,0.245927495326894,0.951264382302972,0.646690500485663,0.19102337516726,0.0401099480004628,221283.391428571,2.73170731707317,2.90243902439024,3.90243902439024,3.90243902439024,2.80487804878049,3.78048780487805,2.95121951219512,3.09756097560976,3.92682926829268,"0","1","0","0","Lake Manyara",5,15
34,34,3.85923577432217e-07,0.245927495326894,0.947851420584096,0.64079197701416,0.171151081514111,0.0316285076513607,122312.280294118,3,2.96969696969697,3.87878787878788,3.87878787878788,3.18181818181818,3.75757575757576,2.96969696969697,2.96969696969697,4,"0","1","0","0","LakeNaivashaHellGate",4,13
64,64,0.000288344899711998,0.245927495326894,0.854084492777314,0.660282378708895,0.205319905544035,0.0457888591378668,122315.97609375,2.85,2.81666666666667,3.85,3.63333333333333,2.33333333333333,3.7,3.18333333333333,3.05,4,"0","1","0","0","Lamto",5,16
44,44,6.00305161217676e-05,0.245927495326894,0.952413097896535,0.671299599283446,0.192092486577673,0.0411288420241237,76235.6353409091,2.57142857142857,2.76190476190476,3.85714285714286,3.76190476190476,2.69047619047619,3.76190476190476,3.38095238095238,3.35714285714286,4,"0","1","0","0","Lefini",5,15
42,42,1.22119366358191e-07,0.245927495326894,0.887014690452435,0.648999761447526,0.15826584639328,0.028412110551638,228364.036619048,2.61538461538462,3.12820512820513,3.84615384615385,3.82051282051282,3.1025641025641,3.7948717948718,3.28205128205128,3.15384615384615,4,"0","1","0","0","Legaja",4,12
30,30,2.98474487294374e-05,0.245927495326894,0.962706426244014,0.630354262305918,0.197768238361005,0.042466843741932,176260.567666667,2.6551724137931,2.93103448275862,3.86206896551724,3.6551724137931,2.3448275862069,3.72413793103448,3.06896551724138,3.37931034482759,4,"0","1","0","0","Lemera",5,11
62,62,4.82020976314326e-06,0.245927495326894,0.871385089891764,0.662543161905692,0.17278279247577,0.0336493272943447,161309.263024194,2.66666666666667,2.78333333333333,3.86666666666667,3.83333333333333,3.08333333333333,3.75,3.25,3.18333333333333,3.95,"0","1","0","0","Lengwe/Mwabvi",5,17
35,35,3.47650229345362e-08,0.245927495326894,0.932743742364022,0.657661775182499,0.147501842150167,0.0235084696240338,168917.047428571,2.9375,3.34375,3.875,3.71875,3.28125,3.9375,3.25,2.59375,4,"0","1","0","0","Linyanti",4,14
37,37,6.83207785199631e-08,0.245927495326894,0.942928601372816,0.632208055572545,0.16543288167605,0.0307401733852455,242512.621351351,3.05555555555556,3.38888888888889,3.88888888888889,3.75,3.11111111111111,3.61111111111111,3,2.86111111111111,4,"0","1","0","0","Liwonde",5,16
34,34,9.0370818413541e-08,0.245927495326894,0.960797756995811,0.66709694971571,0.17881397501734,0.0353674714505675,187775.675,2.79411764705882,2.88235294117647,3.91176470588235,3.79411764705882,3.11764705882353,3.67647058823529,2.88235294117647,3.08823529411765,4,"0","1","0","0","Lokori",4,13
47,47,8.56284089212327e-05,0.245927495326894,0.83583680723426,0.674867168452625,0.1999585040927,0.0437093628181723,109945.800957447,2.73333333333333,2.95555555555556,3.86666666666667,3.55555555555556,1.93333333333333,3.68888888888889,3.13333333333333,3.22222222222222,4,"0","1","0","0","Lope Reserve",5,12
56,56,5.92907254236011e-05,0.245927495326894,0.897725577235075,0.645495555804424,0.173519752285012,0.0350930345168584,129228.428883929,2.56603773584906,2.84905660377358,3.81132075471698,3.79245283018868,3.09433962264151,3.75471698113208,3.30188679245283,3.20754716981132,4,"0","1","0","0","Luando",5,16
56,56,8.26351176945129e-07,0.245927495326894,0.922087787317434,0.662229720679031,0.159014686646175,0.0278902231243205,246051.774642857,2.9622641509434,3.11320754716981,3.90566037735849,3.81132075471698,3.28301886792453,3.73584905660377,3.32075471698113,2.92452830188679,4,"0","1","0","0","Luiana NP",5,17
46,46,1.71723509137429e-05,0.245927495326894,0.926845582487063,0.642304310854667,0.174230038271661,0.0342967039363519,191797.129565217,2.77272727272727,3.13636363636364,3.88636363636364,3.84090909090909,2.79545454545455,3.65909090909091,3.15909090909091,2.86363636363636,4,"0","1","0","0","Lunga",5,16
40,40,6.3112615675825e-06,0.245927495326894,0.989214731965461,0.661092444106935,0.171849369911204,0.0339996974546368,58420.31475,2.68421052631579,2.89473684210526,3.73684210526316,3.81578947368421,2.89473684210526,3.76315789473684,3.34210526315789,3.02631578947368,4,"0","1","0","0","Lusinga",5,14
29,29,8.07061963031559e-07,0.245927495326894,0.953786134663878,0.664153320494583,0.185506995706566,0.0393197585290523,244456.266551724,3.13793103448276,3.03448275862069,3.75862068965517,3.75862068965517,2.62068965517241,3.58620689655172,3.13793103448276,2.6551724137931,4,"0","1","0","0","Mabwe",5,14
43,43,2.06514664272065e-06,0.245927495326894,0.915822997758426,0.660922516288492,0.168709813892749,0.0327256826540069,140834.653895349,2.5952380952381,2.97619047619048,3.83333333333333,3.78571428571429,3.11904761904762,3.80952380952381,3.26190476190476,2.92857142857143,4,"0","1","0","0","Madjoari",4,15
50,50,3.97106650453068e-06,0.245927495326894,0.900771270697846,0.635224251831088,0.165996576009559,0.0314576609257253,202786.8116,2.82978723404255,3.19148936170213,3.87234042553191,3.82978723404255,3,3.74468085106383,3,3.08510638297872,4,"0","1","0","0","Mago NP",5,15
55,55,4.97468953059235e-05,0.245927495326894,0.951638262837626,0.663899584004106,0.180260906036008,0.0367400579752669,192975.041454545,2.7843137254902,2.90196078431373,3.90196078431373,3.74509803921569,2.94117647058824,3.68627450980392,3.11764705882353,3.27450980392157,4,"0","1","0","0","Mahale Mountain NP",5,17
51,51,1.36328001469147e-07,0.245927495326894,0.907237003285302,0.686788640467782,0.156626682641499,0.027797035795996,117155.57504902,2.625,2.72916666666667,3.85416666666667,3.79166666666667,3.29166666666667,3.83333333333333,3.47916666666667,3.3125,4,"0","1","0","0","Mahango GR",4,16
53,53,2.17978308554309e-05,0.245927495326894,0.919148502957128,0.663158334016081,0.174075116809897,0.0347740445487265,131177.844481132,2.58823529411765,2.74509803921569,3.86274509803922,3.80392156862745,2.98039215686274,3.76470588235294,3.15686274509804,3.33333333333333,3.94117647058824,"0","1","0","0","Majete WR",5,17
37,37,2.08663843970968e-05,0.245927495326894,0.817941803001017,0.659382931904384,0.20169327052739,0.0431807406808199,191374.164324324,2.89189189189189,2.94594594594595,3.97297297297297,3.59459459459459,1.97297297297297,3.67567567567568,3.10810810810811,3.08108108108108,4,"0","1","0","0","Makakou",5,12
55,55,0.000105247917440363,0.245927495326894,0.86041919501979,0.658995504100779,0.210934271651519,0.0480584895556675,130807.479454545,2.84615384615385,2.67307692307692,3.78846153846154,3.48076923076923,2.01923076923077,3.76923076923077,3.30769230769231,3.28846153846154,4,"0","1","0","0","Makokou",5,14
53,53,2.07125396281444e-07,0.245927495326894,0.917011982932619,0.669248037502252,0.161455359887597,0.0288753957496129,160942.442783019,2.72,2.84,3.88,3.8,3.2,3.72,3.34,3.22,4,"0","1","0","0","Mamili/Nkasa Rupara",4,16
55,55,4.47616037360426e-06,0.245927495326894,0.917530112270582,0.669389106811047,0.164037047650702,0.0299632226421063,93987.2421363636,2.79245283018868,2.84905660377358,3.92452830188679,3.81132075471698,3.24528301886792,3.83018867924528,3.20754716981132,3.13207547169811,3.94339622641509,"0","1","0","0","Mana Pools NP",5,17
48,48,1.2179546997917e-05,0.245927495326894,0.929250004728366,0.642922158290201,0.167554410265854,0.0313390398759118,62998.4116145833,2.5531914893617,2.91489361702128,3.78723404255319,3.80851063829787,2.91489361702128,3.82978723404255,3.34042553191489,3.04255319148936,4,"0","1","0","0","Manda NP",5,15
48,48,4.85712155486711e-07,0.245927495326894,0.9133999321298,0.673734111836619,0.159921580681452,0.0295682019137217,70162.7668229167,2.53191489361702,2.91489361702128,3.78723404255319,3.80851063829787,3.23404255319149,3.8936170212766,3.34042553191489,3.04255319148936,4,"0","1","0","0","Mandelia",4,16
47,47,4.73959186965123e-06,0.245927495326894,0.927855524343408,0.664359698905736,0.173741873090623,0.0346534489191984,141742.903776596,2.65217391304348,2.60869565217391,3.84782608695652,3.78260869565217,2.93478260869565,3.73913043478261,3.3695652173913,3.32608695652174,3.93478260869565,"0","1","0","0","Manputo GR",5,15
40,40,1.50272646350846e-06,0.245927495326894,0.914573237449071,0.657845323494216,0.169904642580525,0.0332674705126594,74084.1646875,2.525,2.85,3.825,3.775,3.15,3.875,3.375,2.975,4,"0","1","0","0","Mare aux Hippootames",4,14
47,47,1.49920480479192e-05,0.245927495326894,0.949429557519946,0.654106207966997,0.16886051440054,0.0324220805071593,97807.4329255319,2.62222222222222,2.82222222222222,3.84444444444444,3.77777777777778,3.11111111111111,3.8,3.31111111111111,3.22222222222222,3.93333333333333,"0","1","0","0","Marroumeu GR",5,17
50,50,1.54556042532911e-05,0.245927495326894,0.914047991736487,0.645911650276453,0.175621710091551,0.0352171980869425,162811.4736,2.68,2.84,3.86,3.78,3,3.72,3.06,3.44,3.94,"0","1","0","0","Marsabit NP",4,14
70,70,0.000113822218730434,0.245927495326894,0.906903116374386,0.654431525011615,0.179540770576723,0.0360713066474765,159499.192571429,2.82089552238806,3.02985074626866,3.85074626865672,3.77611940298508,2.76119402985075,3.71641791044776,3.13432835820896,3.04477611940298,3.95522388059702,"0","1","0","0","Masai",5,17
48,48,6.74364646646571e-05,0.245927495326894,0.834740093845451,0.647798057272264,0.195144938824852,0.0408959553214824,23911.531875,2.6304347826087,2.71739130434783,3.84782608695652,3.65217391304348,2.28260869565217,3.69565217391304,3.21739130434783,3.5,4,"0","1","0","0","Massif du Ziama",5,11
51,51,9.87841466253633e-07,0.245927495326894,0.924722751261262,0.660402702475518,0.162167838318687,0.028099892822337,103915.860931373,2.73469387755102,2.6734693877551,3.87755102040816,3.85714285714286,3.22448979591837,3.77551020408163,3.26530612244898,3.26530612244898,4,"0","1","0","0","Matobo NP",5,16
51,51,1.10136099281256e-06,0.245927495326894,0.915996157426118,0.66944560790413,0.164987495999802,0.0305831918460149,168208.387205882,2.77551020408163,2.85714285714286,3.91836734693878,3.79591836734694,3.22448979591837,3.71428571428571,3.14285714285714,3.30612244897959,4,"0","1","0","0","Matusandona NP",5,16
48,48,9.24981768537402e-07,0.245927495326894,0.893477560891276,0.646395480943464,0.155806448290479,0.0274889944940751,89632.91515625,2.68888888888889,2.86666666666667,3.86666666666667,3.77777777777778,3.28888888888889,3.82222222222222,3.35555555555556,3.28888888888889,4,"0","1","0","0","Mavinga PR",5,17
47,47,0.000139507082796989,0.245927495326894,0.925796156440689,0.669412983776438,0.187801023159535,0.0384613267569551,42382.6413297872,2.71739130434783,2.8695652173913,3.78260869565217,3.80434782608696,2.71739130434783,3.69565217391304,3.30434782608696,3.08695652173913,4,"0","1","0","0","Mbam et Djerem NP",5,17
10,10,9.21012528894568e-10,0.245927495326894,0.995645386203828,0.76593125132183,0.161461739467961,0.0292906818605012,13598.783,2.3,2.4,3.6,3.7,2.6,3.4,3.8,3.5,4,"0","1","0","0","Merja Sidi Boughaba",2,7
59,59,2.76345132186765e-05,0.245927495326894,0.933543877808769,0.643172326113645,0.176385318233371,0.035282772658337,219452.660508475,2.85964912280702,3.05263157894737,3.91228070175439,3.80701754385965,3.01754385964912,3.70175438596491,3.01754385964912,3.17543859649123,3.94736842105263,"0","1","0","0","Meru NP",5,16
49,49,6.15191353602127e-06,0.245927495326894,0.942490791353731,0.659519072155501,0.172775946085767,0.0327284415000667,172331.121836735,2.78723404255319,3.06382978723404,3.82978723404255,3.80851063829787,2.97872340425532,3.76595744680851,3.04255319148936,2.8936170212766,4,"0","1","0","0","Messina",5,17
35,35,3.59475108206682e-07,0.245927495326894,0.969760383833563,0.625588609185261,0.164574981048494,0.0302634978992274,278806.303714286,2.82352941176471,3.32352941176471,4,3.79411764705882,3.23529411764706,3.67647058823529,2.85294117647059,2.94117647058824,4,"0","1","0","0","Mikumi NP",4,15
40,40,2.70208537985905e-07,0.245927495326894,0.83938620593525,0.664273980788086,0.161930707322271,0.0278823181070129,35889.73225,2.55263157894737,2.68421052631579,3.86842105263158,3.81578947368421,3.28947368421053,3.73684210526316,3.23684210526316,3.34210526315789,4,"0","1","0","0","Mocamedes",3,14
61,61,0.000148056753069856,0.245927495326894,0.917043783684344,0.657001004633734,0.178651579320604,0.0355052819035955,174388.293565574,2.75,3,3.83333333333333,3.75,2.85,3.76666666666667,3.18333333333333,2.96666666666667,4,"0","1","0","0","MonovoGoundaStFloris",5,16
44,44,4.85483685295567e-05,0.245927495326894,0.900812546773115,0.652451191646615,0.189041031266721,0.0395876632064648,149600.973136364,2.6046511627907,2.93023255813953,3.88372093023256,3.81395348837209,2.6046511627907,3.76744186046512,3.09302325581395,3.37209302325581,3.93023255813953,"0","1","0","0","Mount Kenya",5,14
31,31,5.3565685600627e-05,0.245927495326894,0.896829944221051,0.655994031091495,0.216400802376716,0.0504606782901745,36214.57,2.74074074074074,2.66666666666667,3.74074074074074,3.62962962962963,1.77777777777778,3.59259259259259,3.11111111111111,3.33333333333333,4,"0","1","0","0","Mount Nimba",5,13
45,45,2.22380124294815e-05,0.245927495326894,0.930389320245376,0.659134714071022,0.177583656331065,0.0349673942826125,97083.5662222222,2.64444444444444,2.77777777777778,3.84444444444444,3.82222222222222,2.91111111111111,3.82222222222222,3.37777777777778,3.06666666666667,4,"0","1","0","0","Mt Assirik",5,15
23,23,6.23211371417148e-06,0.245927495326894,0.952468661430275,0.624912240192401,0.194860474564542,0.0397087512964532,259129.662608696,2.91304347826087,3.08695652173913,4,3.91304347826087,2.34782608695652,3.43478260869565,2.82608695652174,3.21739130434783,3.8695652173913,"0","1","0","0","Mt Elgon NP",3,11
42,42,3.66326733400508e-05,0.245927495326894,0.938626847974812,0.641064010317007,0.198941669997693,0.042915872846337,72912.5955952381,2.6,2.825,3.85,3.65,2.35,3.725,3.35,3.25,4,"0","1","0","0","Mt Fouari FR",5,13
51,51,7.63727524834595e-05,0.245927495326894,0.824785986494754,0.651113450923453,0.195875559063606,0.0412592513597844,54217.9139215686,2.59183673469388,2.81632653061224,3.85714285714286,3.6734693877551,2.28571428571429,3.71428571428571,3.14285714285714,3.3469387755102,4,"0","1","0","0","Mt Nimba Strice NR",5,13
53,53,2.14228621171041e-07,0.245927495326894,0.936204268139369,0.669700924490721,0.163997954502874,0.0298614171310461,185294.28504717,2.72,2.84,3.86,3.8,3.2,3.72,3.34,3.22,4,"0","1","0","0","Mudumu NP",4,16
53,53,2.0807541286801e-06,0.245927495326894,0.931101828980287,0.640702879255597,0.162802295234146,0.02915465052945,107905.357688679,2.76,2.8,3.86,3.86,3.26,3.74,3.2,3.24,4,"0","1","0","0","Mupa NP",5,17
46,46,9.81290710889663e-07,0.245927495326894,0.911046262933599,0.664964424704247,0.163479534763387,0.0289317932015496,38744.1482065217,2.63636363636364,2.65909090909091,3.84090909090909,3.86363636363636,3.18181818181818,3.81818181818182,3.18181818181818,3.25,4,"0","1","0","0","Mushandike",5,16
51,51,3.54735812223005e-06,0.245927495326894,0.924461073380578,0.666866906642905,0.175427422049494,0.0345754213291225,164963.318970588,2.6734693877551,2.79591836734694,3.85714285714286,3.79591836734694,3.06122448979592,3.75510204081633,3.12244897959184,3.24489795918367,3.93877551020408,"0","1","0","0","Mwabvi WR",5,17
36,36,2.7049972328909e-06,0.245927495326894,0.94985624804099,0.619989825003518,0.155629748603087,0.0291182159141475,266498.943333333,3.05882352941176,3.44117647058824,3.91176470588235,3.91176470588235,3.11764705882353,3.76470588235294,3,2.64705882352941,4,"0","1","0","0","Mweru",5,15
56,56,2.31014752139e-05,0.245927495326894,0.903863017387559,0.675709665400962,0.171149676261641,0.0336010322708885,89068.0624553571,2.64814814814815,2.83333333333333,3.81481481481481,3.83333333333333,3.09259259259259,3.77777777777778,3.31481481481481,3.18518518518519,4,"0","1","0","0","Mweru-Wantipa",5,17
55,55,1.69867523848727e-05,0.245927495326894,0.913845097803861,0.638048556135246,0.171494089947674,0.033569848158547,112876.668909091,2.74074074074074,2.92592592592593,3.85185185185185,3.85185185185185,3.11111111111111,3.83333333333333,3.25925925925926,3.25925925925926,3.94444444444444,"0","1","0","0","Nairobi",5,16
44,44,1.60257005990514e-05,0.245927495326894,0.914943646551235,0.636417229012717,0.177109876871132,0.0352058940159442,73861.1620454545,2.78571428571429,2.83333333333333,3.83333333333333,3.73809523809524,2.97619047619048,3.78571428571429,3.26190476190476,3.21428571428571,4,"0","1","0","0","Nakuru",5,13
18,18,2.28219094368462e-08,0.245927495326894,0.963426910526332,0.650889051945976,0.160673287604853,0.0283509412707746,41713.1977777778,2.5,2.55555555555556,3.88888888888889,4,3.5,3.72222222222222,3.22222222222222,3.22222222222222,4,"0","1","0","0","Namib Desert",3,10
34,34,8.27797265509425e-08,0.245927495326894,0.819072039261539,0.684862203144739,0.164563218213983,0.0289992793000345,35688.9770588235,2.64705882352941,2.67647058823529,3.85294117647059,3.88235294117647,3.29411764705882,3.70588235294118,3.29411764705882,3.17647058823529,4,"0","1","0","0","Namib Naukluft GR",3,14
39,39,2.35403054904728e-05,0.245927495326894,0.926694052491751,0.690065430644342,0.183223491155203,0.0358795282885306,18878.1997435897,2.71794871794872,2.69230769230769,3.76923076923077,3.82051282051282,2.97435897435897,3.76923076923077,3.12820512820513,3.07692307692308,3.92307692307692,"0","1","0","0","Natal Woodland",5,14
42,42,6.97829842253659e-07,0.245927495326894,0.960929376884827,0.628101006318365,0.16918512944968,0.0319468495316156,241781.512619048,2.75,3.075,3.825,3.925,3.15,3.8,2.925,3.05,4,"0","1","0","0","Ngorongoro",5,15
58,58,0.000151680458297395,0.245927495326894,0.822183740594819,0.669741532807678,0.199805518400975,0.0428611556191938,62447.1928017241,2.80357142857143,2.85714285714286,3.83928571428571,3.64285714285714,2.42857142857143,3.76785714285714,3.21428571428571,3.14285714285714,4,"0","1","0","0","Ngotto Forest",5,15
55,55,1.02777451145523e-06,0.245927495326894,0.893452351406932,0.67792208039683,0.168619877753154,0.032564985421173,159622.573227273,2.69811320754717,2.83018867924528,3.86792452830189,3.88679245283019,3.11320754716981,3.73584905660377,3.24528301886792,3.24528301886792,3.94339622641509,"0","1","0","0","Niassa GR",5,17
56,56,2.40125637007972e-05,0.245927495326894,0.901079080108413,0.656560509630465,0.172019377547152,0.0341558761169438,157411.341383929,2.66666666666667,2.87037037037037,3.87037037037037,3.81481481481481,3.09259259259259,3.77777777777778,3.14814814814815,3.2037037037037,4,"0","1","0","0","Nkhoto-Kota WR",5,17
47,47,0.000107434619294497,0.245927495326894,0.823150302618672,0.673029674609794,0.201479820964056,0.0443657099351982,118462.375,2.77777777777778,2.91111111111111,3.86666666666667,3.62222222222222,2.06666666666667,3.64444444444444,3.26666666666667,3.31111111111111,4,"0","1","0","0","Nouabale-Ndoki NP",5,14
43,43,3.63793104968347e-05,0.245927495326894,0.975611299284029,0.65379372365742,0.196145118263377,0.0421736366377051,71431.8468604651,2.70731707317073,2.80487804878049,3.78048780487805,3.58536585365854,2.34146341463415,3.73170731707317,3.51219512195122,3.34146341463415,4,"0","1","0","0","Nyganga Nord FR",5,13
57,57,2.75812895713311e-05,0.245927495326894,0.907806249787324,0.66782273913431,0.173105842793649,0.0338188130712337,175585.98,2.8,3.05454545454545,3.85454545454545,3.76363636363636,3,3.67272727272727,3.18181818181818,2.89090909090909,4,"0","1","0","0","Nyika",5,17
33,33,5.05466769052841e-06,0.245927495326894,0.920981954874408,0.624116869951768,0.168367055816115,0.0335562696627574,194740.364848485,2.54838709677419,3.16129032258065,3.83870967741935,3.87096774193548,3,3.51612903225806,3.2258064516129,3.16129032258065,4,"0","1","0","0","Nyika Plateau",5,15
64,64,0.00022377240466382,0.245927495326894,0.908629519620852,0.644556220870253,0.185284939576896,0.0378278567699566,48064.8318880208,2.83333333333333,2.91666666666667,3.85,3.81666666666667,2.6,3.71666666666667,3.26666666666667,3.26666666666667,4,"0","1","0","0","Nyungwe FR",5,17
43,43,0.00010333531287767,0.245927495326894,0.861836594506451,0.64940133609923,0.208188161418536,0.0479119126150363,157058.964651163,2.75609756097561,2.70731707317073,3.78048780487805,3.58536585365854,2.09756097560976,3.63414634146341,3.41463414634146,3.26829268292683,4,"0","1","0","0","Obudu-Boshir",5,14
51,51,6.99337872287328e-05,0.245927495326894,0.849130496125126,0.666003418472839,0.201892172378751,0.0444361234491943,113707.396078431,2.75510204081633,2.91836734693878,3.85714285714286,3.57142857142857,2.14285714285714,3.6530612244898,3.14285714285714,3.38775510204082,4,"0","1","0","0","Odzala-Koukoua NP",5,13
63,63,2.26948723728635e-07,0.245927495326894,0.871599052089652,0.673754903998268,0.172228604033836,0.0330205094111817,208511.576984127,2.63934426229508,2.81967213114754,3.85245901639344,3.73770491803279,3.13114754098361,3.68852459016393,3.40983606557377,3.11475409836066,4,"0","1","0","0","Okavango",4,16
62,62,6.1356193978579e-06,0.245927495326894,0.918564998687899,0.650249860906009,0.167676689403871,0.0306997973376262,216223.520806452,2.8135593220339,3,3.84745762711864,3.77966101694915,3.15254237288136,3.76271186440678,3.13559322033898,3.06779661016949,4,"0","1","0","0","OLI",5,17
48,48,1.42745381530143e-05,0.245927495326894,0.893929940567295,0.630748005446367,0.166366748974699,0.0316297819418662,201206.112708333,2.64444444444444,3.02222222222222,3.86666666666667,3.88888888888889,3.02222222222222,3.73333333333333,3.08888888888889,3.17777777777778,4,"0","1","0","0","Omo",5,15
26,26,1.0037883534343e-07,0.245927495326894,0.916905206233937,0.687308817238612,0.141551385960161,0.0243024559110976,25014.0172115385,2.36,2.8,3.88,3.76,3.32,3.88,3.54166666666667,3.41666666666667,4,"0","1","0","0","Ouadi Achim",3,12
42,42,2.04559692410037e-06,0.245927495326894,0.913837779995687,0.656007240805123,0.166935199735509,0.0315249087208471,89182.3951785714,2.63414634146341,2.95121951219512,3.82926829268293,3.78048780487805,3.17073170731707,3.8780487804878,3.31707317073171,2.90243902439024,4,"0","1","0","0","Pama",4,15
14,14,5.50466375203361e-09,0.245927495326894,0.943606788229136,0.693619000058025,0.126883879109449,0.019944732602147,10028.0107142857,2.42857142857143,3.07142857142857,3.78571428571429,4,3.21428571428571,3.78571428571429,3.58333333333333,3.33333333333333,4,"0","1","0","0","Qarun Lake NR",2,9
25,25,6.27268318265977e-08,0.245927495326894,0.956758586712921,0.683163227440067,0.164167606801619,0.0328249957841137,54376.6495,2.52,2.64,3.72,3.76,3.08,3.88,3.5,3.5,4,"0","1","0","0","Reserve Temporaire",4,9
