"long","lat","order","hole","piece","id","group"
39.515512913653,-4.42319099652846,1,FALSE,"1","0","0.1"
39.4724744557313,-4.50159287500185,2,FALSE,"1","0","0.1"
39.4531964070803,-4.58352351131121,3,FALSE,"1","0","0.1"
39.4363738294843,-4.59001266944476,4,FALSE,"1","0","0.1"
39.4271154403157,-4.55991625719462,5,FALSE,"1","0","0.1"
39.4401847119794,-4.550618052954,6,FALSE,"1","0","0.1"
39.4488039021282,-4.52588582016957,7,FALSE,"1","0","0.1"
39.4286363127793,-4.53294730150427,8,FALSE,"1","0","0.1"
39.4415750509147,-4.53845202942992,9,FALSE,"1","0","0.1"
39.422461509527,-4.55831444257499,10,FALSE,"1","0","0.1"
39.417965651372,-4.55245530669889,11,FALSE,"1","0","0.1"
39.4131798743088,-4.55055880497725,12,FALSE,"1","0","0.1"
39.4176368708319,-4.58036982992758,13,FALSE,"1","0","0.1"
39.4025503398185,-4.58976984038294,14,FALSE,"1","0","0.1"
39.3945940733258,-4.57763171165587,15,FALSE,"1","0","0.1"
39.3982192277401,-4.61894583716668,16,FALSE,"1","0","0.1"
39.4135495424904,-4.62623381609251,17,FALSE,"1","0","0.1"
39.4049415580529,-4.64611935595411,18,FALSE,"1","0","0.1"
39.3055640457099,-4.63882815798781,19,FALSE,"1","0","0.1"
39.3139877315557,-4.58045184618369,20,FALSE,"1","0","0.1"
39.2989151473645,-4.59955322706134,21,FALSE,"1","0","0.1"
39.2931882147495,-4.57973372951995,22,FALSE,"1","0","0.1"
39.2875108721216,-4.61829173523124,23,FALSE,"1","0","0.1"
39.2811486714201,-4.59387552761476,24,FALSE,"1","0","0.1"
39.2706085448058,-4.58699202599031,25,FALSE,"1","0","0.1"
39.2573863270666,-4.58991873272892,26,FALSE,"1","0","0.1"
39.2735651729856,-4.59331440883801,27,FALSE,"1","0","0.1"
39.275322914007,-4.62597477391221,28,FALSE,"1","0","0.1"
39.2673529384517,-4.61699795723189,29,FALSE,"1","0","0.1"
39.2365696428473,-4.6350556611702,30,FALSE,"1","0","0.1"
39.2465546134408,-4.64238822494247,31,FALSE,"1","0","0.1"
39.2211525441473,-4.68266463253138,32,FALSE,"1","0","0.1"
39.2060765028567,-4.67940843116421,33,FALSE,"1","0","0.1"
39.1872618196828,-4.687394738189,34,FALSE,"1","0","0.1"
39.2142167095687,-4.68421411537037,35,FALSE,"1","0","0.1"
39.2162282462776,-4.75842523602744,36,FALSE,"1","0","0.1"
39.1989767550286,-4.7736907010049,37,FALSE,"1","0","0.1"
39.1891691686071,-4.73042571529044,38,FALSE,"1","0","0.1"
39.1860506530583,-4.76035594939902,39,FALSE,"1","0","0.1"
39.1613233095644,-4.78621900019314,40,FALSE,"1","0","0.1"
39.1696393487494,-4.77880263303613,41,FALSE,"1","0","0.1"
39.1833186150154,-4.79546213196442,42,FALSE,"1","0","0.1"
39.2165435550824,-4.79450285456024,43,FALSE,"1","0","0.1"
39.2138229616349,-4.86203277042906,44,FALSE,"1","0","0.1"
39.1756557229942,-4.94239723670135,45,FALSE,"1","0","0.1"
39.1561362741176,-4.91670632330327,46,FALSE,"1","0","0.1"
39.1734297284989,-4.87878656425272,47,FALSE,"1","0","0.1"
39.1663606167913,-4.84145212214053,48,FALSE,"1","0","0.1"
39.1366096731492,-4.92201435609628,49,FALSE,"1","0","0.1"
39.1079535489689,-4.91779553940776,50,FALSE,"1","0","0.1"
39.1438169479307,-4.96312057988478,51,FALSE,"1","0","0.1"
39.1309592726788,-4.98903620248997,52,FALSE,"1","0","0.1"
39.1240915062303,-4.97742867477725,53,FALSE,"1","0","0.1"
39.1177452797479,-4.97659194447347,54,FALSE,"1","0","0.1"
39.1132462031539,-4.98044145122609,55,FALSE,"1","0","0.1"
39.1537555455899,-5.00380218088483,56,FALSE,"1","0","0.1"
39.1285668619186,-5.02852380284561,57,FALSE,"1","0","0.1"
39.0843340157825,-5.02769112531484,58,FALSE,"1","0","0.1"
39.1080260280062,-5.03603923337549,59,FALSE,"1","0","0.1"
39.0932823421791,-5.06482040918546,60,FALSE,"1","0","0.1"
39.1315236095339,-5.05481314731367,61,FALSE,"1","0","0.1"
39.1407110691169,-5.12199664109523,62,FALSE,"1","0","0.1"
39.1078851217766,-5.13067054828346,63,FALSE,"1","0","0.1"
39.1011067622623,-5.16571986656896,64,FALSE,"1","0","0.1"
39.1123856308541,-5.17605566941866,65,FALSE,"1","0","0.1"
39.0518586635423,-5.23333144227407,66,FALSE,"1","0","0.1"
